NFE, Elapsed Time, R1Indicator, AdditiveEpsilonIndicator, Hypervolume, Spacing, R3Indicator, InvertedGenerationalDistance, Population Size, Approximation Set, R2Indicator, GenerationalDistance, Contribution
3900, 0.954129934, 9.98003992015968E-4, 1.5151608841992783, 0.0, 0.05299050523188162, 0.6917296965562917, 0.9114307296927441, 100, "[org.moeaframework.core.Solution@2e5c7f0b, org.moeaframework.core.Solution@2c4ca0f9, org.moeaframework.core.Solution@67ef029, org.moeaframework.core.Solution@5c1bd44c, org.moeaframework.core.Solution@7df587ef, org.moeaframework.core.Solution@6e57e95e]", 0.5606104311832683, 0.24621332753576722, 0.0
4000, 0.978114939, 9.98003992015968E-4, 1.490508603862697, 0.0, 0.04954834543900639, 0.6764349490800551, 0.890215601076107, 100, "[org.moeaframework.core.Solution@2755d705, org.moeaframework.core.Solution@56db847e, org.moeaframework.core.Solution@67ef029, org.moeaframework.core.Solution@740abb5, org.moeaframework.core.Solution@560cbf1a, org.moeaframework.core.Solution@5fe8b721, org.moeaframework.core.Solution@551a20d6, org.moeaframework.core.Solution@578524c3, org.moeaframework.core.Solution@64c2b546]", 0.548489935712321, 0.18725870236423234, 0.0
4100, 1.0017132770000001, 9.98003992015968E-4, 1.465474859840052, 0.0, 0.11848696358157151, 0.6607970738624185, 0.8668275089819579, 100, "[org.moeaframework.core.Solution@7e094740, org.moeaframework.core.Solution@7a11c4c7, org.moeaframework.core.Solution@4cc547a, org.moeaframework.core.Solution@740abb5, org.moeaframework.core.Solution@7555b920]", 0.5360851403446815, 0.2531127986903939, 0.0
4200, 1.026268188, 9.98003992015968E-4, 1.458249823017532, 0.0, 0.038804463901785526, 0.6560594045521776, 0.8572693397798319, 100, "[org.moeaframework.core.Solution@4152d38d, org.moeaframework.core.Solution@3591009c, org.moeaframework.core.Solution@5398edd0, org.moeaframework.core.Solution@b5cc23a, org.moeaframework.core.Solution@5cc5b667, org.moeaframework.core.Solution@4cc547a, org.moeaframework.core.Solution@61edc883, org.moeaframework.core.Solution@7555b920]", 0.5323026521168015, 0.17778640479516108, 0.0
4300, 1.0504841790000001, 9.98003992015968E-4, 1.448093438738509, 0.0, 0.007597920778102087, 0.6495441683469297, 0.846790182584407, 100, "[org.moeaframework.core.Solution@758f4f03, org.moeaframework.core.Solution@182f1e9a, org.moeaframework.core.Solution@6928f576, org.moeaframework.core.Solution@61edc883, org.moeaframework.core.Solution@660e9100, org.moeaframework.core.Solution@4cc547a, org.moeaframework.core.Solution@69f63d95, org.moeaframework.core.Solution@9cd25ff]", 0.527114067747856, 0.17442919875479304, 0.0
4400, 1.0745689600000001, 9.98003992015968E-4, 1.4071629393754694, 0.0, 0.04074341655177079, 0.6241394252197087, 0.8107939590005909, 100, "[org.moeaframework.core.Solution@27e0f2f5, org.moeaframework.core.Solution@3574e198, org.moeaframework.core.Solution@6db66836, org.moeaframework.core.Solution@db44aa2, org.moeaframework.core.Solution@2de366bb, org.moeaframework.core.Solution@3f093abe, org.moeaframework.core.Solution@61a002b1, org.moeaframework.core.Solution@4eeea57d]", 0.5069826384230045, 0.16499321276954942, 0.0
4500, 1.10019262, 9.98003992015968E-4, 1.3737878963342807, 0.0, 0.018547921925034506, 0.603303720610646, 0.7800361310770888, 100, "[org.moeaframework.core.Solution@27e0f2f5, org.moeaframework.core.Solution@780ec4a5, org.moeaframework.core.Solution@e24ddd0, org.moeaframework.core.Solution@6f70f32f, org.moeaframework.core.Solution@548e76f1, org.moeaframework.core.Solution@5aabbb29, org.moeaframework.core.Solution@3f093abe, org.moeaframework.core.Solution@db44aa2, org.moeaframework.core.Solution@72c927f1]", 0.49045756780173194, 0.15296732834722426, 0.0
4600, 1.1252836290000001, 9.98003992015968E-4, 1.312208319869077, 0.0, 0.04802510140184506, 0.565134580074435, 0.7224495279485156, 100, "[org.moeaframework.core.Solution@1ac85b0c, org.moeaframework.core.Solution@3dd69f5a, org.moeaframework.core.Solution@3aa3193a, org.moeaframework.core.Solution@1ee4730, org.moeaframework.core.Solution@59a67c3a, org.moeaframework.core.Solution@780ec4a5, org.moeaframework.core.Solution@db44aa2, org.moeaframework.core.Solution@5003041b, org.moeaframework.core.Solution@724bade8]", 0.460208931636487, 0.1451536890038119, 0.0
4700, 1.150366593, 9.98003992015968E-4, 1.3060572302551963, 0.0, 0.01369308579946235, 0.5608421667911911, 0.7181110669152176, 100, "[org.moeaframework.core.Solution@16fb356, org.moeaframework.core.Solution@6bc248ed, org.moeaframework.core.Solution@23a9ba52, org.moeaframework.core.Solution@ca27722, org.moeaframework.core.Solution@70ab80e3, org.moeaframework.core.Solution@9573b3b]", 0.4567550554055511, 0.1553418910302154, 0.0
4800, 1.1748125630000001, 9.98003992015968E-4, 1.3058479956342763, 0.0, 0.013184604797505247, 0.5604124497749068, 0.7203510772289987, 100, "[org.moeaframework.core.Solution@67427b69, org.moeaframework.core.Solution@78461bc4, org.moeaframework.core.Solution@544630b7, org.moeaframework.core.Solution@64f857e7, org.moeaframework.core.Solution@1095f122, org.moeaframework.core.Solution@58c540cf, org.moeaframework.core.Solution@23a9ba52, org.moeaframework.core.Solution@ca27722, org.moeaframework.core.Solution@3d6300e8]", 0.45638309874807104, 0.1302235124882572, 0.0
4900, 1.199991958, 9.98003992015968E-4, 1.2544939482518784, 0.0, 0.03840122325698966, 0.5285945657878998, 0.6716751717288743, 100, "[org.moeaframework.core.Solution@67427b69, org.moeaframework.core.Solution@1b822fcc, org.moeaframework.core.Solution@24a1c17f, org.moeaframework.core.Solution@56102e1c, org.moeaframework.core.Solution@544630b7, org.moeaframework.core.Solution@73511076, org.moeaframework.core.Solution@7927bd9f, org.moeaframework.core.Solution@532721fd, org.moeaframework.core.Solution@410954b]", 0.4311737395510865, 0.12697827453308813, 0.0
5000, 1.224495931, 9.98003992015968E-4, 1.2544939482518784, 0.0, 0.03747268390108968, 0.5284340132802414, 0.6715937772621737, 100, "[org.moeaframework.core.Solution@67427b69, org.moeaframework.core.Solution@1b822fcc, org.moeaframework.core.Solution@7fb9f71f, org.moeaframework.core.Solution@3b366632, org.moeaframework.core.Solution@51f49060, org.moeaframework.core.Solution@514eedd8, org.moeaframework.core.Solution@617fe9e1, org.moeaframework.core.Solution@56102e1c]", 0.4310284987741875, 0.13097437240873472, 0.0
5100, 1.248399174, 9.98003992015968E-4, 1.2542253361717057, 0.0, 0.02521804894362862, 0.5279124879998656, 0.6762552863894613, 100, "[org.moeaframework.core.Solution@6970140a, org.moeaframework.core.Solution@1cf2fed4, org.moeaframework.core.Solution@3af4e0bf, org.moeaframework.core.Solution@51f49060, org.moeaframework.core.Solution@245a26e1, org.moeaframework.core.Solution@4d63b624]", 0.430575868354575, 0.15287414208550557, 0.0
5200, 1.273085779, 9.98003992015968E-4, 1.2152271628108258, 0.0, 0.012500397476611302, 0.5043163017228962, 0.5995732749736498, 100, "[org.moeaframework.core.Solution@466cf502, org.moeaframework.core.Solution@5b800468, org.moeaframework.core.Solution@2e185cd7, org.moeaframework.core.Solution@6970140a, org.moeaframework.core.Solution@7e1a1da6, org.moeaframework.core.Solution@5f7f2382, org.moeaframework.core.Solution@3af4e0bf, org.moeaframework.core.Solution@407cf41, org.moeaframework.core.Solution@4d63b624, org.moeaframework.core.Solution@6815c5f2, org.moeaframework.core.Solution@46cc127b, org.moeaframework.core.Solution@245a26e1]", 0.4118685601369527, 0.10171588826689204, 0.0
5300, 1.298782426, 9.98003992015968E-4, 1.2152271628108258, 0.0, 0.04313830250658509, 0.5036882682379102, 0.5938938806737434, 100, "[org.moeaframework.core.Solution@466cf502, org.moeaframework.core.Solution@60094a13, org.moeaframework.core.Solution@5aceec94, org.moeaframework.core.Solution@2e185cd7, org.moeaframework.core.Solution@1c32886a, org.moeaframework.core.Solution@3a4b0e5d, org.moeaframework.core.Solution@10b892d5, org.moeaframework.core.Solution@3d3f761a, org.moeaframework.core.Solution@3546d80f]", 0.4113646568190168, 0.11012544174985833, 0.0
5400, 1.3242447130000001, 9.98003992015968E-4, 1.1616985967848958, 0.0, 0.012204298724158541, 0.4720106305073302, 0.5573912838916731, 100, "[org.moeaframework.core.Solution@60094a13, org.moeaframework.core.Solution@579d011c, org.moeaframework.core.Solution@3670f00, org.moeaframework.core.Solution@452e26d0, org.moeaframework.core.Solution@46ab18da, org.moeaframework.core.Solution@10b892d5, org.moeaframework.core.Solution@790174f2, org.moeaframework.core.Solution@42257bdd, org.moeaframework.core.Solution@7689ddef, org.moeaframework.core.Solution@687a762c, org.moeaframework.core.Solution@1a2e2935, org.moeaframework.core.Solution@1c32886a, org.moeaframework.core.Solution@733c423e, org.moeaframework.core.Solution@3546d80f]", 0.3862859978003233, 0.0847773748927315, 0.0
